patient,sample,lane,vcf,index
17527,1-ADNPR4007,1,/scratch/llenezet/nf/data/sarek/variant_calling/haplotypecaller/1-ADNPR4007/1-ADNPR4007.haplotypecaller.filtered.vcf.gz,/scratch/llenezet/nf/data/sarek/variant_calling/haplotypecaller/1-ADNPR4007/1-ADNPR4007.haplotypecaller.filtered.vcf.gz.tbi
